State,County,Total_Enrolled,UHC_Enrolled,UHC_Share,Comp1_Name,Comp1_Enrolled,Comp1_Share,Comp2_Name,Comp2_Enrolled,Comp2_Share,Comp3_Name,Comp3_Enrolled,Comp3_Share,Comp4_Name,Comp4_Enrolled,Comp4_Share
MS,Sharkey,570,63,11.05,Humana,212,37.19,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,136,23.86,"SHARED HEALTH MISSISSIPPI, INC.",85.0,14.91,"HARMONY HEALTH PLAN,  INC.",50.0,8.77
MS,Simpson,2629,578,21.99,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,712,27.08,"HARMONY HEALTH PLAN,  INC.",645,24.53,Humana,442.0,16.81,CVS Health (Aetna),153.0,5.82
MS,Smith,1348,308,22.85,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,339,25.15,"HARMONY HEALTH PLAN,  INC.",303,22.48,Humana,286.0,21.22,CVS Health (Aetna),61.0,4.53
MS,Stone,2362,141,5.97,Humana,1310,55.46,Cigna,391,16.55,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,216.0,9.14,CVS Health (Aetna),167.0,7.07
MS,Sunflower,2871,239,8.32,Humana,1500,52.25,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,710,24.73,"SHARED HEALTH MISSISSIPPI, INC.",148.0,5.15,"HARMONY HEALTH PLAN,  INC.",136.0,4.74
MS,Tallahatchie,1398,83,5.94,Humana,687,49.14,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,423,30.26,CVS Health (Aetna),113.0,8.08,"HARMONY HEALTH PLAN,  INC.",67.0,4.79
MS,Tate,2732,261,9.55,Humana,1503,55.01,CVS Health (Aetna),435,15.92,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,304.0,11.13,"HARMONY HEALTH PLAN,  INC.",127.0,4.65
MS,Tippah,1758,260,14.79,CVS Health (Aetna),796,45.28,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,376,21.39,Humana,278.0,15.81,Devoted Health,33.0,1.88
MS,Tishomingo,1318,154,11.68,CVS Health (Aetna),613,46.51,Humana,255,19.35,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,250.0,18.97,"PATRIUS HEALTH, INC.",33.0,2.5
MS,Tunica,1159,107,9.23,Humana,615,53.06,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,269,23.21,CVS Health (Aetna),87.0,7.51,"HARMONY HEALTH PLAN,  INC.",50.0,4.31
MS,Union,2138,186,8.7,CVS Health (Aetna),1063,49.72,Humana,409,19.13,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,314.0,14.69,"PATRIUS HEALTH, INC.",109.0,5.1
MS,Walthall,1674,132,7.89,Humana,1101,65.77,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,171,10.22,"HARMONY HEALTH PLAN,  INC.",138.0,8.24,CVS Health (Aetna),87.0,5.2
MS,Warren,4453,823,18.48,Humana,1391,31.24,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1075,24.14,"HARMONY HEALTH PLAN,  INC.",732.0,16.44,CVS Health (Aetna),219.0,4.92
MS,Washington,5725,703,12.28,Humana,2084,36.4,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1997,34.88,"HARMONY HEALTH PLAN,  INC.",383.0,6.69,CVS Health (Aetna),277.0,4.84
MS,Wayne,2244,280,12.48,Humana,1038,46.26,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,349,15.55,"HARMONY HEALTH PLAN,  INC.",309.0,13.77,Cigna,106.0,4.72
MS,Webster,924,70,7.58,CVS Health (Aetna),480,51.95,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,246,26.62,Humana,113.0,12.23,"SHARED HEALTH MISSISSIPPI, INC.",15.0,1.62
MS,Wilkinson,1081,66,6.11,Humana,878,81.22,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,95,8.79,CVS Health (Aetna),42.0,3.89,ALIGNMENT HEALTH PLAN,0.0,0.0
MS,Winston,1820,293,16.1,Humana,975,53.57,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,511,28.08,"SHARED HEALTH MISSISSIPPI, INC.",41.0,2.25,ALIGNMENT HEALTH PLAN,0.0,0.0
MS,Yalobusha,1630,160,9.82,Humana,839,51.47,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,287,17.61,CVS Health (Aetna),223.0,13.68,"HARMONY HEALTH PLAN,  INC.",74.0,4.54
MS,Yazoo,2542,354,13.93,Humana,854,33.6,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,631,24.82,"HARMONY HEALTH PLAN,  INC.",428.0,16.84,CVS Health (Aetna),109.0,4.29
MT,Beaverhead,649,27,4.16,Humana,266,40.99,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,223,34.36,HEALTH CARE SERVICE CORPORATION,118.0,18.18,CVS Health (Aetna),15.0,2.31
MT,Big Horn,618,64,10.36,Humana,349,56.47,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,155,25.08,HEALTH CARE SERVICE CORPORATION,50.0,8.09,ALIGNMENT HEALTH PLAN,0.0,0.0
MT,Broadwater,578,46,7.96,Humana,371,64.19,HEALTH CARE SERVICE CORPORATION,84,14.53,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,77.0,13.32,ALIGNMENT HEALTH PLAN,0.0,0.0
MT,Carbon,1117,66,5.91,Humana,655,58.64,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,242,21.67,HEALTH CARE SERVICE CORPORATION,114.0,10.21,CVS Health (Aetna),29.0,2.6
MT,Carter,17,0,0.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,17,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Cascade,7141,371,5.2,Humana,4887,68.44,HEALTH CARE SERVICE CORPORATION,1803,25.25,CVS Health (Aetna),66.0,0.92,Elevance Health (Anthem),14.0,0.2
MT,Chouteau,376,17,4.52,Humana,319,84.84,HEALTH CARE SERVICE CORPORATION,40,10.64,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
MT,Custer,403,18,4.47,HEALTH CARE SERVICE CORPORATION,321,79.65,Humana,64,15.88,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
MT,Daniels,14,0,0.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,14,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Dawson,260,56,21.54,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,204,78.46,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Deer Lodge,785,20,2.55,Humana,483,61.53,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,161,20.51,HEALTH CARE SERVICE CORPORATION,121.0,15.41,ALIGNMENT HEALTH PLAN,0.0,0.0
MT,Fallon,23,0,0.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,23,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Fergus,1170,33,2.82,Humana,812,69.4,HEALTH CARE SERVICE CORPORATION,313,26.75,CVS Health (Aetna),12.0,1.03,ALIGNMENT HEALTH PLAN,0.0,0.0
MT,Flathead,9726,679,6.98,Humana,5138,52.83,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1921,19.75,HEALTH CARE SERVICE CORPORATION,1701.0,17.49,CVS Health (Aetna),195.0,2.0
MT,Gallatin,5336,283,5.3,HEALTH CARE SERVICE CORPORATION,3410,63.91,Humana,1420,26.61,CVS Health (Aetna),161.0,3.02,Elevance Health (Anthem),40.0,0.75
MT,Glacier,424,95,22.41,Humana,218,51.42,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,98,23.11,HEALTH CARE SERVICE CORPORATION,13.0,3.07,ALIGNMENT HEALTH PLAN,0.0,0.0
MT,Golden Valley,109,0,0.0,Humana,71,65.14,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,38,34.86,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
MT,Granite,241,0,0.0,Humana,151,62.66,HEALTH CARE SERVICE CORPORATION,53,21.99,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,37.0,15.35,ALIGNMENT HEALTH PLAN,0.0,0.0
MT,Hill,206,0,0.0,HEALTH CARE SERVICE CORPORATION,206,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Jefferson,1070,55,5.14,Humana,721,67.38,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,173,16.17,HEALTH CARE SERVICE CORPORATION,109.0,10.19,CVS Health (Aetna),12.0,1.12
MT,Judith Basin,233,12,5.15,Humana,161,69.1,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,60,25.75,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
MT,Lake,2662,229,8.6,Humana,1364,51.24,HEALTH CARE SERVICE CORPORATION,547,20.55,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,416.0,15.63,CVS Health (Aetna),69.0,2.59
MT,Lewis and Clark,5343,274,5.13,Humana,3550,66.44,HEALTH CARE SERVICE CORPORATION,1433,26.82,CVS Health (Aetna),57.0,1.07,Elevance Health (Anthem),17.0,0.32
MT,Liberty,49,0,0.0,Humana,49,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Lincoln,3608,269,7.46,Humana,1719,47.64,HEALTH CARE SERVICE CORPORATION,802,22.23,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,742.0,20.57,CVS Health (Aetna),48.0,1.33
MT,Madison,593,55,9.27,Humana,333,56.16,HEALTH CARE SERVICE CORPORATION,188,31.7,CVS Health (Aetna),17.0,2.87,ALIGNMENT HEALTH PLAN,0.0,0.0
MT,McCone,25,0,0.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,25,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Meagher,69,0,0.0,Humana,42,60.87,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,27,39.13,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
MT,Mineral,619,59,9.53,Humana,334,53.96,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,180,29.08,HEALTH CARE SERVICE CORPORATION,35.0,5.65,CVS Health (Aetna),11.0,1.78
MT,Missoula,6931,276,3.98,Humana,3990,57.57,HEALTH CARE SERVICE CORPORATION,2464,35.55,CVS Health (Aetna),130.0,1.88,REGENCE BLUECROSS BLUESHIELD OF OREGON,40.0,0.58
MT,Musselshell,593,43,7.25,Humana,361,60.88,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,171,28.84,HEALTH CARE SERVICE CORPORATION,18.0,3.04,ALIGNMENT HEALTH PLAN,0.0,0.0
MT,Park,892,72,8.07,Humana,549,61.55,HEALTH CARE SERVICE CORPORATION,218,24.44,CVS Health (Aetna),39.0,4.37,Elevance Health (Anthem),14.0,1.57
MT,Petroleum,15,0,0.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,15,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Phillips,73,0,0.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,73,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Pondera,390,26,6.67,Humana,340,87.18,HEALTH CARE SERVICE CORPORATION,24,6.15,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
MT,Powder River,33,0,0.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,33,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Powell,418,46,11.0,Humana,196,46.89,HEALTH CARE SERVICE CORPORATION,89,21.29,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,87.0,20.81,ALIGNMENT HEALTH PLAN,0.0,0.0
MT,Prairie,24,0,0.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,24,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Ravalli,4970,281,5.65,Humana,2331,46.9,HEALTH CARE SERVICE CORPORATION,1264,25.43,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,887.0,17.85,CVS Health (Aetna),120.0,2.41
MT,Richland,206,32,15.53,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,174,84.47,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Roosevelt,84,0,0.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,84,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Rosebud,425,21,4.94,Humana,328,77.18,HEALTH CARE SERVICE CORPORATION,43,10.12,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,33.0,7.76,ALIGNMENT HEALTH PLAN,0.0,0.0
MT,Sanders,1698,111,6.54,Humana,1174,69.14,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,306,18.02,HEALTH CARE SERVICE CORPORATION,80.0,4.71,CVS Health (Aetna),27.0,1.59
MT,Sheridan,103,13,12.62,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,90,87.38,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Silver Bow,2630,66,2.51,Humana,2128,80.91,HEALTH CARE SERVICE CORPORATION,402,15.29,CVS Health (Aetna),19.0,0.72,Elevance Health (Anthem),15.0,0.57
MT,Stillwater,979,45,4.6,Humana,633,64.66,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,200,20.43,HEALTH CARE SERVICE CORPORATION,55.0,5.62,CVS Health (Aetna),46.0,4.7
MT,Sweet Grass,288,0,0.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,172,59.72,Humana,96,33.33,HEALTH CARE SERVICE CORPORATION,20.0,6.94,ALIGNMENT HEALTH PLAN,0.0,0.0
MT,Teton,604,27,4.47,Humana,350,57.95,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,192,31.79,HEALTH CARE SERVICE CORPORATION,35.0,5.79,ALIGNMENT HEALTH PLAN,0.0,0.0
MT,Toole,170,34,20.0,Humana,98,57.65,HEALTH CARE SERVICE CORPORATION,38,22.35,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
MT,Treasure,81,0,0.0,Humana,66,81.48,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,15,18.52,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
MT,Valley,103,0,0.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,103,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Wheatland,216,13,6.02,Humana,107,49.54,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,81,37.5,HEALTH CARE SERVICE CORPORATION,15.0,6.94,ALIGNMENT HEALTH PLAN,0.0,0.0
MT,Wibaux,20,0,0.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,20,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
MT,Yellowstone,13919,1192,8.56,Humana,7203,51.75,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,2309,16.59,HEALTH CARE SERVICE CORPORATION,1843.0,13.24,PACIFICSOURCE COMMUNITY HEALTH PLANS,973.0,6.99
NC,Alamance,26789,8109,30.27,Humana,7171,26.77,CVS Health (Aetna),3516,13.12,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA,3376.0,12.6,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2842.0,10.61
NC,Alexander,5834,2464,42.24,Humana,1268,21.73,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,796,13.64,CVS Health (Aetna),720.0,12.34,"BRAVO HEALTH PENNSYLVANIA, INC.",393.0,6.74
NC,Alleghany,2068,415,20.07,Humana,858,41.49,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,423,20.45,CVS Health (Aetna),212.0,10.25,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,105.0,5.08
NC,Anson,3705,1163,31.39,Humana,1595,43.05,CVS Health (Aetna),384,10.36,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,189.0,5.1,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,125.0,3.37
NC,Ashe,4204,753,17.91,Humana,1913,45.5,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,897,21.34,CVS Health (Aetna),365.0,8.68,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,221.0,5.26
NC,Avery,2496,651,26.08,Humana,1107,44.35,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,354,14.18,CVS Health (Aetna),170.0,6.81,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,136.0,5.45
NC,Beaufort,7878,2184,27.72,Humana,2312,29.35,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2046,25.97,CVS Health (Aetna),709.0,9.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,607.0,7.71
NC,Bertie,3132,1273,40.64,Humana,770,24.58,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,413,13.19,CVS Health (Aetna),380.0,12.13,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,283.0,9.04
NC,Bladen,5454,1347,24.7,Humana,2136,39.16,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,712,13.05,CVS Health (Aetna),524.0,9.61,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,235.0,4.31
NC,Brunswick,28760,5820,20.24,Humana,11607,40.36,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,5036,17.51,CVS Health (Aetna),4600.0,15.99,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,534.0,1.86
NC,Buncombe,32008,9843,30.75,Humana,12505,39.07,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,3668,11.46,CVS Health (Aetna),3087.0,9.64,"ALIGNMENT HEALTH PLAN OF NORTH CAROLINA, INC.",806.0,2.52
NC,Burke,14370,3289,22.89,Humana,7125,49.58,CVS Health (Aetna),1907,13.27,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1205.0,8.39,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,340.0,2.37
NC,Cabarrus,24330,9499,39.04,Humana,6576,27.03,CVS Health (Aetna),3588,14.75,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2051.0,8.43,"BRAVO HEALTH PENNSYLVANIA, INC.",1380.0,5.67
NC,Caldwell,13827,3664,26.5,Humana,4800,34.71,CVS Health (Aetna),3785,27.37,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1062.0,7.68,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,321.0,2.32
NC,Camden,778,204,26.22,Humana,423,54.37,CVS Health (Aetna),87,11.18,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,28.0,3.6,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,25.0,3.21
NC,Carteret,8735,379,4.34,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,3574,40.92,Humana,3480,39.84,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,960.0,10.99,CVS Health (Aetna),243.0,2.78
NC,Caswell,4034,1317,32.65,Humana,1390,34.46,CVS Health (Aetna),643,15.94,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,214.0,5.3,HIGHMARK SENIOR HEALTH COMPANY,197.0,4.88
NC,Catawba,23546,7181,30.5,Humana,6226,26.44,CVS Health (Aetna),3814,16.2,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,3718.0,15.79,"BRAVO HEALTH PENNSYLVANIA, INC.",1670.0,7.09
NC,Chatham,11753,3194,27.18,Humana,3971,33.79,CVS Health (Aetna),1913,16.28,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1568.0,13.34,"ALIGNMENT HEALTH PLAN OF NORTH CAROLINA, INC.",401.0,3.41
NC,Cherokee,5587,1131,20.24,Humana,2519,45.09,CVS Health (Aetna),1530,27.39,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,174.0,3.11,Devoted Health,103.0,1.84
NC,Chowan,1972,703,35.65,Humana,732,37.12,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,207,10.5,CVS Health (Aetna),186.0,9.43,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,144.0,7.3
NC,Clay,2113,372,17.61,Humana,923,43.68,CVS Health (Aetna),616,29.15,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,79.0,3.74,Elevance Health (Anthem),61.0,2.89
NC,Cleveland,15522,5161,33.25,Humana,5518,35.55,CVS Health (Aetna),1649,10.62,"BRAVO HEALTH PENNSYLVANIA, INC.",1196.0,7.71,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,926.0,5.97
NC,Columbus,8119,2123,26.15,Humana,3807,46.89,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,784,9.66,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,528.0,6.5,CVS Health (Aetna),508.0,6.26
NC,Craven,11207,5285,47.16,Humana,2674,23.86,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1932,17.24,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,786.0,7.01,CVS Health (Aetna),360.0,3.21
NC,Cumberland,34115,10671,31.28,Humana,12978,38.04,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,3560,10.44,CVS Health (Aetna),3281.0,9.62,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1258.0,3.69
NC,Currituck,2216,559,25.23,Humana,1170,52.8,CVS Health (Aetna),225,10.15,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,126.0,5.69,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,94.0,4.24
NC,Dare,2869,1120,39.04,Humana,1095,38.17,CVS Health (Aetna),260,9.06,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,196.0,6.83,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,144.0,5.02
NC,Davidson,29033,10213,35.18,Humana,8123,27.98,CVS Health (Aetna),3284,11.31,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,3217.0,11.08,"BRAVO HEALTH PENNSYLVANIA, INC.",1159.0,3.99
NC,Davie,7923,2775,35.02,Humana,2410,30.42,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,847,10.69,CVS Health (Aetna),680.0,8.58,"BRAVO HEALTH PENNSYLVANIA, INC.",398.0,5.02
NC,Duplin,6491,1702,26.22,Humana,2501,38.53,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1002,15.44,CVS Health (Aetna),681.0,10.49,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,507.0,7.81
NC,Durham,28375,7974,28.1,Humana,9879,34.82,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,4752,16.75,CVS Health (Aetna),4021.0,14.17,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,671.0,2.36
NC,Edgecombe,8511,3437,40.38,Humana,2155,25.32,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,1214,14.26,CVS Health (Aetna),1118.0,13.14,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,566.0,6.65
NC,Forsyth,56505,19486,34.49,Humana,15447,27.34,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,7959,14.09,CVS Health (Aetna),5381.0,9.52,"BRAVO HEALTH PENNSYLVANIA, INC.",2587.0,4.58
NC,Franklin,9253,2378,25.7,Humana,3361,36.32,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2086,22.54,CVS Health (Aetna),913.0,9.87,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,321.0,3.47
NC,Gaston,30645,8475,27.66,Humana,8591,28.03,CVS Health (Aetna),5857,19.11,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,2972.0,9.7,"BRAVO HEALTH PENNSYLVANIA, INC.",2403.0,7.84
